"구분","데이터ID","도시/지역코드","명칭(한글)","명칭(영문)","카테고리/유형","권장비용(KRW)","설명(한글)","설명(영문)","교통/상세정보","공식웹사이트/이미지","공공데이터출처"
"관광명소/체험","incheon_tribowl","INCHEON","송도 트라이보울","Songdo Tri-bowl","명소","0","물 위에 뜬 3개의 곡면 그릇 형태를 띤 세계 최초 역쉘 건축물이자 야경 핫플레이스","Iconic architectural marvel featuring three curved bowl shapes floating over water with night lights","인천1호선 센트럴파크역 3번 출구 바로 앞","http://www.tribowl.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_songdo_hanok","INCHEON","송도 한옥마을 & 경원재","Songdo Hanok Village & Gyeongwonjae","명소","0","초현대식 고층 빌딩과 고풍스러운 전통 기와가 어우러진 센트럴파크 속 한옥 복합단지","Traditional hanok architecture juxtaposed against towering skyscrapers inside Central Park","인천1호선 센트럴파크역 3번 출구 (공원 내부)","https://www.ifez.go.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_triple_street","INCHEON","트리플스트리트 & 현대프리미엄아울렛","Triple Street & Hyundai Premium Outlets","쇼핑","0","A·B·C·D 4개 동의 감각적인 쇼핑 스트리트와 K-패션, 맛집, 루프탑 정원 복합문화공간","Massive lifestyle shopping strip connected to Hyundai Outlets featuring top K-fashion & dining","인천1호선 테크노파크역 2번 출구 지하 직결","http://triplestreet.co.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_inspire_resort","INCHEON","인스파이어 엔터테인먼트 리조트","Inspire Entertainment Resort","엔터","0","길이 150m 천장을 헤엄치는 초현실적인 미디어아트 '오로라' 고래 쇼와 복합 리조트","World-class resort famous for 'Aurora', a 150m immersive digital ceiling whale spectacle","인천공항 T1/T2에서 인스파이어 무료 셔틀버스 상시 운행","https://www.inspirekorea.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_paradise_city","INCHEON","파라다이스시티 & 아트스페이스","Paradise City & Art Space","엔터","0","쿠사마 야요이의 '호박' 등 3천여 점의 미술품과 럭셔리 K-스파 '씨메르'가 있는 복합 리조트","Luxury art-tainment resort displaying 3,000+ master artworks alongside K-style spa CIMER","공항철도 자기부상열차 파라다이스시티역 직결 / T1 셔틀 5분","https://www.p-city.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_eulwangri","INCHEON","을왕리 해수욕장","Eulwangri Beach","자연","0","초승달 백사장과 서해안 최고의 붉은 낙조, 싱싱한 조개구이 거리가 펼쳐진 영종도 대표 해변","Crescent-shaped sandy beach famed for spectacular orange sunsets and seaside grilled clams","인천공항 T1 3층 2번 게이트 → 306, 111번 버스 (을왕리해수욕장)","https://www.incheon.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_yeongjong_railbike","INCHEON","영종 씨사이드파크 & 레일바이크","Yeongjong Seaside Park & Rail Bike","엔터","15000","서해 바다와 웅장한 인천대교를 바로 옆에 두고 왕복 5.6km 해안 철길을 달리는 레일바이크","5.6km round-trip seaside rail bike cruising along the coast with views of Incheon Grand Bridge","공항철도 영종역 → 3, 202번 시내버스 (구읍뱃터/레일바이크)","https://www.insiseol.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_ganghwa_joyang","INCHEON","조양방직","Joyang Bangjik","명소","0","1933년 방직공장을 빈티지 미술관형 레트로 카페로 재탄생시킨 강화도 최고 핫플레이스","1930s historic textile factory revamped into a monumental vintage museum cafe","강화터미널에서 도보 15분 / 군내버스 30, 31, 38번 (신문리 하차)","https://www.ganghwa.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_ganghwa_luge","INCHEON","강화 루지 (강화씨사이드리조트)","Ganghwa Seaside Resort Luge","엔터","19000","동양 최장 1.8km 코스 2개 라인을 서해 바다를 보며 쾌속 질주하는 익스트림 루지 액티비티","Asia's longest 1.8km track luge racing down lush hillsides with panoramic ocean views","강화버스터미널에서 60-5번 버스 또는 택시 15분","https://ganghwa-resort.co.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_ganghwa_jeondeungsa","INCHEON","강화 전등사","Jeondeungsa Temple","명소","0","삼랑성 안에 자리한 현존하는 한국 최고(最古) 천년고찰이자 울창한 숲속 템플스테이 명소","Korea's oldest extant Buddhist temple nestled inside ancient fortress walls, famed for temple stays","강화버스터미널에서 60-5, 70번 버스 (전등사 남문)","http://www.jeondeungsa.org","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_soraepogu","INCHEON","소래포구 종합어시장","Soraepogu Traditional Fish Market","쇼핑","0","포구에서 갓 잡은 싱싱한 제철 꽃게, 대하, 활어회와 새우젓 골목의 정겨운 어시장 풍경","Bustling coastal seafood market renowned for fresh live sashimi, blue crabs, and prawns","수인분당선 소래포구역 2번 출구 (도보 5분)","https://www.namdong.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","incheon_grand_park","INCHEON","인천대공원","Incheon Grand Park","자연","0","거대한 호수와 수목원, 사계절 벚꽃길과 가을 단풍터널이 장관인 인천 최대 도심 자연공원","Incheon's largest nature park featuring an arboretum, scenic lake, and cherry blossom tunnels","인천2호선 인천대공원역 3번 출구 (도보 3분 남문 직결)","https://www.incheon.go.kr/park/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_hwarang_hill","GYEONGJU","단석산 화랑의 언덕 & 명상바위","Danseoksan Hwarang Hill & Meditation Rock","자연","2000","JTBC 캠핑클럽에 등장해 화제가 된 해발 500m 고지대 초원으로 천연 암석 명상바위에 앉아 학동마을 뷰를 담는 인생샷 1순위","High-altitude rolling meadow famous from reality show Camping Club, rewarding climbers with meditation rock cliffs above rural basins","경주시 산내면 수의길 601 (자차 운전 필수)","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_double_cherry","GYEONGJU","불국사 겹벚꽃 군락지 잔디광장","Bulguksa Double Cherry Blossom Field","자연","0","일반 벚꽃이 진 뒤 4월 중순에 만개하는 탐스러운 분홍빛 겹벚꽃 나무 수백 그루 아래에서 피크닉을 즐기는 국내 봄꽃 성지","Enchanting spring picnic field boasting hundreds of fluffy double-petal pink cherry blossom trees blooming mid-April","불국사 공영주차장 정면 완만한 잔디언덕 (도보 2분)","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_tongiljeon_ginkgo","GYEONGJU","통일전 은행나무길 & 서출지","Tongiljeon Ginkgo Avenue & Seochulji Pond","명소","0","가을이면 도로 전체가 황금빛 터널로 변하는 직선 은행나무 가로수길과 배롱나무꽃 고택이 물에 비치는 서출지 연못 산책로","Straight autumn boulevard forming a magnificent golden canopy of ginkgo trees, leading to historic lotus pond Seochulji","경주 시내에서 버스 11번 (통일전 정류장 하차)","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_namsan_samneung","GYEONGJU","경주 남산 삼릉 소나무숲길","Gyeongju Namsan Samneung Pine Grove","자연","0","안개 자욱한 이른 아침 구불구불한 천년 소나무 사이로 햇살이 내리쬐는 신비로운 숲길이자 야외 불교 박물관 트레킹 코스","Mystical winding pine tree sanctuary where morning sunbeams pierce through fog, serving as an open-air museum of stone Buddhas","경주시외버스터미널에서 버스 500, 505번 (삼릉 하차)","https://www.knps.or.kr/gyeongju","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_bukgun_sundubu","GYEONGJU","북군동 순두부마을 노포 골목","Bukgun-dong Soft Tofu Traditional Alley","쇼핑","12000","국산 콩으로 직접 가마솥에 갈아 만든 몽글몽글한 순두부찌개와 떡갈비로 아침 식사를 해결하는 한국 여행객들의 필수 식도락","Famous local culinary village specialized in boiling hot earthenware soft tofu stew ground fresh daily from native beans","보문관광단지 입구 / 버스 10, 11번 (북군동펜션마을 하차)","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_bulguksa","GYEONGJU","불국사","Bulguksa Temple","명소","0","토함산 자락 신라 불교 예술의 정수이자 다보탑·석가탑을 품은 유네스코 세계문화유산","UNESCO World Heritage site representing the pinnacle of Silla Buddhist architecture","신경주역(KTX) → 700번 버스 / 경주터미널 → 10, 11번 버스 (불국사 하차)","http://www.bulguksa.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_seokguram","GYEONGJU","석굴암","Seokguram Grotto","명소","0","토함산 정상 부근 화강암 석굴에 안치된 신라 불교 조각 최고의 걸작 국보 본존불","UNESCO World Heritage stone grotto atop Tohamsan Mountain enshrining a masterwork Buddha","불국사 정류장 맞은편 12번 셔틀버스 (석굴암 주차장 직결 매시 40분 출발)","http://www.bulguksa.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_cheomseongdae","GYEONGJU","첨성대","Cheomseongdae Observatory","명소","0","동양에서 가장 오래된 천문관측대로 가을 핑크뮬리와 야간 조명이 아름다운 랜드마크","Oldest astronomical observatory in East Asia, surrounded by seasonal blooms & night illumination","경주시외버스터미널에서 도보 15분 / 10, 11, 60, 70번 버스","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_donggung_wolji","GYEONGJU","동궁과 월지 (안압지)","Donggung Palace & Wolji Pond","명소","3000","달빛 연못에 비치는 고대 왕궁 전각의 화려한 단청과 누각이 환상적인 야경 명소","Ancient royal palace where illuminated wooden pavilions reflect magically across moonlit waters","첨성대에서 도보 10분 / 10, 11, 600번 버스","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_daereungwon","GYEONGJU","대릉원 & 천마총","Daereungwon Tomb Complex & Cheonmachong","명소","0","신라 왕족의 거대한 고분군 숲으로 천마총 내부 관람과 목련 포토존으로 유명한 고분공원","Historic park of giant grassy Silla royal mounds, featuring inside Cheonmachong Tomb","황리단길 바로 옆 / 경주버스터미널 도보 10분","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_hwangridan","GYEONGJU","황리단길","Hwangridan-gil","쇼핑","0","전통 한옥을 개조한 감성 카페, 십원빵·황남쫀드기 길거리 먹거리와 소품샵 거리","Trendy Silla-meets-modern street lined with charming Hanok cafes & gourmet street snacks","경주고속·시외버스터미널에서 도보 10분","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_woljeonggyo","GYEONGJU","월정교","Woljeonggyo Bridge","명소","0","원효대사의 설화가 깃든 남천 위 웅장한 목조 누교로 황금빛 야경이 장관을 이루는 다리","Magnificent covered wooden bridge rebuilt to ancient glory, glowing golden at night","교촌마을 남쪽 끝 / 황리단길에서 도보 12분","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_museum","GYEONGJU","국립경주박물관","Gyeongju National Museum","명소","0","성덕대왕신종(에밀레종)과 눈부신 신라 황금 금관 등 8만여 점의 천년 국보급 유물 소장","Korea's foremost historical museum housing ancient royal gold crowns & the Divine Bell","동궁과 월지에서 도보 10분 / 11, 600, 601번 버스","https://gyeongju.museum.go.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_bomun_lake","GYEONGJU","보문관광단지 & 보문호","Bomun Lake Resort","자연","0","50만 평 거대 인공호수를 따라 펼쳐진 벚꽃 산책로, 오리배와 최고급 리조트 휴양지","Expansive lakeside resort circled by cherry blossom trails, swan boats & luxury resorts","경주터미널 → 10, 16, 700번 버스 (보문단지)","https://www.gtc.co.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_world","GYEONGJU","경주월드 어뮤즈먼트","Gyeongju World Theme Park","엔터","26000","국내 최초 90도 수직 낙하 드라켄과 파에톤 롤러코스터를 보유한 남부권 최고 어뮤즈먼트","Premier thrill theme park featuring world-class extreme coasters Draken & Phaethon","보문단지 내 위치 / 10, 16, 700번 버스 (경주월드 하차)","https://www.gjw.co.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_expo_park","GYEONGJU","경주엑스포대공원 & 경주타워","Gyeongju Expo Grand Park & Tower","엔터","12000","황룡사 9층 목탑을 음각 투각한 82m 경주타워와 자연 속 솔거미술관이 있는 복합공원","Iconic park with the 82m Gyeongju Tower Pagoda silhouette and serene Solgeo Art Museum","보문단지 경주월드 맞은편 / 10, 16, 700번 버스","https://www.cultureexpo.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_gyochon","GYEONGJU","경주 교촌마을","Gyeongju Gyochon Traditional Village","명소","0","300년 노블레스 오블리주를 실천한 경주 최부자댁 고택과 전통 한옥, 교리김밥 명소","Historic clan village preserving traditional Hanoks and the noble Choe Family Head House","월정교 북단 바로 앞 / 첨성대에서 도보 7분","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_bunhwangsa","GYEONGJU","분황사 & 모전석탑","Bunhwangsa Temple & Pagoda","명소","0","선덕여왕 때 창건된 고찰로 안산암을 벽돌처럼 깎아 세운 국보 모전석탑과 청보리밭","7th-century temple housing Korea's oldest brick-carved stone pagoda (National Treasure)","경주시외버스터미널 → 10, 11, 70번 버스 (분황사)","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_yangdong","GYEONGJU","경주 양동마을","Yangdong Folk Village","명소","4000","조선시대 반가 고택과 초가집이 500년 세월을 고스란히 간직한 유네스코 세계문화유산","UNESCO World Heritage 500-year-old traditional village preserving Joseon noble heritage","경주터미널 → 200~208번 버스 (양동마을입구 하차 도보 10분)","http://yangdong.invil.org","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_poseokjeong","GYEONGJU","포석정지","Poseokjeong Pavilion Site","명소","2000","신라 왕들이 전복 모양의 석조 수로에 술잔을 띄우며 시를 짓던 풍류 유적지","Historic site where Silla kings floated wine cups along a carved stone waterway for poetry","경주시외버스터미널 → 500, 502, 505번 버스 (포석정)","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_yangnam_cliff","GYEONGJU","경주 양남 주상절리 & 파도소리길","Yangnam Columnar Jointing & Wave Trail","자연","0","천연기념물로 지정된 희귀 부채꼴 방사형 주상절리와 시원한 동해안 파도소리길 트레킹","Natural Monument featuring unique fan-shaped basalt joints along scenic coastal East Sea trail","경주시외버스터미널 → 150-1번 버스 (읍천항 하차 도보 3분)","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_gyerim","GYEONGJU","경주 계림 & 월성","Gyerim Forest & Wolseong","자연","0","김알지 탄생 설화의 울창한 고목 숲과 신라 왕궁 터 반월성으로 이어지는 호젓한 숲길","Sacred dense forest with birth legend of Kim Alji, connecting to crescent Wolseong palace","첨성대 바로 옆 (도보 2분)","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_geumjangdae","GYEONGJU","금장대","Geumjangdae Cliff Pavilion","명소","0","형산강 절벽 위에서 빼어난 절경을 조망하며 강변 나룻배와 갈대밭 인생샷을 남기는 명소","Scenic pavilion perched on a cliff over Hyeongsan River famed for rowboat photo spots","경주터미널 택시 5분 / 40, 51번 버스","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_daldongne","GYEONGJU","추억의 달동네","Gyeongju Daldongne Retro Village","엔터","7500","1970~80년대 옛 골목과 옛 교실, 달고나와 옛 교복 체험이 가득한 레트로 테마파크","Nostalgic 1970-80s retro village theme park offering vintage school uniform & snack activities","보문단지-불국사 사이 / 10, 11, 700번 버스 (민속공예촌)","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","gyeongju_jungang_market","GYEONGJU","경주 중앙시장 야시장","Gyeongju Jungang Night Market","쇼핑","0","육전, 소고기초밥 등 4가지 메뉴를 골라 담는 '만원의 행복' 도시락 뷔페 인기 야시장","Bustling night market famous for the 10,000-Won 4-dish gourmet street food lunchbox","경주시외버스터미널에서 도보 5분","https://www.gyeongju.go.kr/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_paldal_pine","SUWON","팔달산 솔숲 산책로 & 지동 벽화골목","Paldalsan Pine Forest Walk & Jidong Mural Alleys","자연","0","수원 도심 한가운데 울창한 소나무 피톤치드를 마시며 걷는 완만한 둘레길과 따뜻한 옛 추억이 그려진 5.3km 지동 벽화 골목","Gentle pine ridge trail offering therapeutic pine scents right above the city, connected to Jidong's nostalgic 5.3km painted murals","수원역 4번 출구에서 버스 11, 13번 (팔달문 하차)","https://www.swcf.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_haewoojae","SUWON","해우재 똥박물관 & 문화공원","Mr. Toilet House (Haewoojae) & Toilet Park","엔터","0","세계 유일의 변기 모양 이색 건축물로 화장실 문화의 역사와 유쾌한 조형물이 가득해 아이들과 이색 사진을 남기는 체험 공간","The world's only toilet-shaped museum dedicated to sanitation history, packed with quirky bronze sculptures and fun interactive exhibits","1호선 성균관대역에서 택시 약 7분 또는 버스 25, 27번 (이목동 하차)","https://www.haewoojae.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_gwanggyo_forest_lib","SUWON","광교푸른숲도서관 & 숲속 쉼터","Gwanggyo Pureun Forest Library & Nature Deck","명소","0","광교호수공원 뒤편 울창한 숲속에 통유리로 지어진 힐링 도서관으로 숲 전망 테라스와 피톤치드 힐링 명소","Serene glass-walled library nestled in lakeside woodland hills, offering open-air terrace reading decks looking into nature","신분당선 광교중앙역 4번 출구에서 도보 18분","https://www.suwonlib.go.kr/ma/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_motgol_market","SUWON","수원 못골종합시장 맛골목","Suwon Motgol Traditional Market","쇼핑","0","상인 DJ가 방송하는 못골 라디오와 즉석 떡볶이, 손만두, 수제 어묵 등 현지 주민들의 정겨운 장바구니 활력이 넘치는 먹거리 시장","Vibrant neighborhood food market famous for live community radio broadcasts, steamed dumplings, and authentic Korean comfort snacks","수원역에서 버스 11, 13, 35번 (팔달문·못골시장 하차)","http://www.motgol.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_hyowon_wolhwawon","SUWON","효원공원 월화원 (중국 전통정원)","Hyowon Park Wolhwawon (Guangdong Traditional Garden)","명소","0","중국 광둥성과의 우호 교류로 지어진 1,820평 규모의 정통 영남식 정원으로 연못과 인공폭포, 정자가 어우러진 드라마 촬영 포토존","Exquisite 6,000sqm authentic classical Chinese garden featuring serpentine waterways, stone pavilions, and cascading waterfalls","수인분당선 수원시청역 10번 출구 도보 10분","https://www.suwon.go.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_fortress","SUWON","수원화성 성곽길","Suwon Hwaseong Fortress Wall Walk","명소","0","정조의 효심과 다산 정약용의 실학 과학기술이 빚어낸 5.74km 웅장한 유네스코 세계문화유산 성곽길","UNESCO World Heritage fortress wall stretching 5.74km designed with brilliant Joseon architecture","1호선·수인분당선 수원역 4번 출구 → 11, 13번 버스 (팔달문 하차)","https://www.swcf.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_haenggung","SUWON","화성행궁","Hwaseong Haenggung Palace","명소","1500","정조가 아버지 사도세자의 묘소를 참배할 때 머물던 조선 최대 규모의 임시 궁궐 (대장금 촬영지)","The grandest temporary royal palace in Joseon Dynasty used by King Jeongjo and famous K-dramas","수원역 4, 9번 출구 → 11, 13, 35번 버스 (화성행궁 하차 도보 2분)","https://www.swcf.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_banghwasuryujeong","SUWON","방화수류정 & 용연","Banghwasuryujeong Pavilion & Yongyeon Pond","명소","0","연못 용연과 성곽 절벽 위에 우뚝 솟은 누각이 어우러져 피크닉과 환상적인 야경으로 유명한 명소","Stunning pavilion perched on a cliff above Yongyeon Pond famous for picnics & illuminated night views","수원역 → 11, 13, 35, 707번 버스 (화홍문·방화수류정 하차 도보 3분)","https://www.swcf.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_haengnidan","SUWON","행리단길 (행궁동 카페거리)","Haengnidan-gil Cafe Street","쇼핑","0","화성 성곽 아래 감성 한옥 카페와 브런치 맛집, 소품샵과 공방이 밀집한 수원 최고의 핫플레이스","Suwon's trendiest alleyways lined with boutique hanok cafes, bakeries, and craft workshops","화성행궁 북측 및 화서문 사이 골목 (수원역에서 버스 10분)","https://www.suwon.go.kr/sw-portal/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_chicken_street","SUWON","수원 통닭거리 (수원왕갈비통닭)","Suwon Chicken Street","쇼핑","0","가마솥에서 튀겨내는 바삭한 전통 통닭과 영화로 대히트한 수원왕갈비통닭 원조 골목","Famous culinary street serving authentic cauldron-fried whole chicken and sweet-savory King Galbi chicken","수원천 매향교 인근 (수원역 4번 출구에서 버스 10분 팔달문 하차)","https://www.suwon.go.kr/sw-portal/tour/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_starfield","SUWON","스타필드 수원 & 별마당 도서관","Starfield Suwon & Starfield Library","쇼핑","0","4층~7층 22m 높이로 시원하게 뚫린 곡선형 초대형 서가와 행성 조형물이 압도적인 랜드마크","Mega lifestyle mall featuring the breathtaking 22m-tall open Starfield Library and planet art installations","1호선 화서역 1, 4번 출구 연결 보행데크 (도보 3분)","https://www.starfield.co.kr/suwon/","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_flying_suwon","SUWON","플라잉 수원 (헬륨 열기구)","Flying Suwon (Tethered Balloon)","엔터","20000","최대 150m 상공으로 솟아올라 수원화성 성곽 전체와 도심 파노라마 야경을 360도로 감상하는 열기구","Tethered helium balloon rising up to 150m, providing panoramic 360-degree night views of Suwon Hwaseong","창룡문 주차장 내 위치 (수원역에서 707, 11, 13번 버스)","http://www.flyingsuwon.com","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_hwaseong_trolley","SUWON","화성어차 성곽투어","Hwaseong Trolley Tour","엔터","4000","순종 황제의 어차를 모티브로 제작되어 수원화성 주요 거점을 누비는 해설 관광열차","Scenic tourist trolley modeled after King Sunjong's royal automobile, touring key fortress sights","화성행궁 탑승장 또는 연무대 탑승장 (수원역에서 버스 10~15분)","https://www.swcf.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_yeonmudae_archery","SUWON","연무대(동장대) & 국궁 활쏘기 체험","Yeonmudae & Traditional Archery","엔터","2000","조선 정예 무사들이 무예를 연마하던 군사 지휘소이자 직접 전통 활을 쏘아보는 국궁 체험장","Joseon military training post where visitors can experience traditional Korean archery (Gukgung)","수원역 → 11, 13, 707번 버스 (창룡문·연무대 하차 도보 2분)","https://www.swcf.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_changnyongmun","SUWON","창룡문 & 잔디광장 (연날리기)","Changnyongmun Gate & Lawn Square","자연","0","탁 트인 드넓은 성곽 잔디 언덕에서 연날리기를 즐기며 성곽 일몰과 열기구를 감상하는 쉼터","East Gate surrounded by sprawling grassy slopes ideal for kite flying and sunset watching","수원역 → 11, 13, 60, 700-2번 버스 (창룡문 하차)","https://www.swcf.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_hwahongmun","SUWON","화홍문 (북수문 & 수원천)","Hwahongmun Gate (North Floodgate)","명소","0","수원천 위 7개 무지개 홍예 수문과 누각이 어우러져 물보라와 야간 조명이 수려한 랜드마크","Picturesque pavilion atop 7 arched water gates spanning Suwoncheon Stream with night arches","수원역 → 11, 13, 35, 707번 버스 (화홍문 하차)","https://www.swcf.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_seojangdae","SUWON","서장대 & 팔달산 전망대","Seojangdae Command Post & Mt. Paldalsan","명소","0","팔달산 정상에 우뚝 선 성곽 최고 지휘소로 정조 친필 편액과 수원 도심 360도 파노라마 전망","Highest military command post atop Mt. Paldalsan offering sweeping 360-degree panoramic views","화성행궁 뒤편 팔달산 계단 도보 15분 / 화서공원 성곽길 등산","https://www.swcf.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_hwaseong_museum","SUWON","수원화성박물관","Suwon Hwaseong Museum","명소","2000","정조의 화성 축조 과정과 과학적 거중기, 정조대왕 능행차 디오라마를 입체적으로 전시한 전문 박물관","Specialized museum displaying the construction process of Hwaseong Fortress and Geojunggi cranes","수원역 → 11, 13, 35, 707번 버스 (팔달구청·수원화성박물관 하차)","https://hsmuseum.suwon.go.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_gwanggyo_lake","SUWON","광교호수공원 (원천호수 & 신대호수)","Gwanggyo Lake Park","자연","0","원천호수와 신대호수를 잇는 초대형 도심 호수공원으로 어반레비 수변 데크길과 화려한 야경 명소","One of Korea's largest urban lake parks featuring reflective waters and spectacular night illumination","신분당선 광교중앙역 4번 출구 (도보 15분 또는 마을버스 1, 2번)","https://www.gglakepark.or.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
"관광명소/체험","suwon_sima_art","SUWON","수원시립미술관 (SUMA)","Suwon Museum of Art (SUMA)","명소","4000","화성행궁 바로 옆 전통과 현대 건축미가 조화된 미술관으로 한국 근현대 및 현대미술 기획전 개최","Premier municipal art museum located next to Hwaseong Haenggung featuring modern and contemporary art","수원역 4, 9번 출구 → 버스 11, 13, 35번 (화성행궁 하차 도보 1분)","https://suma.suwon.go.kr","한국관광공사 TourAPI 4.0 및 HypeHeritage 정제 DB"
